title,genre,platform,keyword,multiplayer_mode,release_date,storyline,total_rating,total_rating_count
Aquapark.io,"10,32,33","82,34,39,130","2385,23778",,1551139200,"Reach to the end of the water slide, try to be the first. Bump other players during the race and have fun playing this colorful and sunny water slide game.",73.53697749196141,57
Batman: The Telltale Series,"2,31","9,48,34,6,39,14,12,49,130","901,1669,1914,2387,3540,4134,4355,4805,15078,39050",,1470096000,"Batman: The Telltale Series is an episodic graphic adventure game developed by Telltale Games, first released in 2016. The game offers a narrative-focused experience, where players control Bruce Wayne and his alter ego, Batman, making choices that shape the story and relationships with characters.  The plot explores Bruce Wayne’s struggle to uncover corruption in Gotham City, while confronting revelations about his family’s past. The game features dialogue-driven gameplay, quick-time combat, and detective sequences. Decisions carry over across episodes, influencing the narrative’s direction and character arcs.",73.53015791124974,379
The Turing Test,"9,31","170,48,6,49,130","974,1293,1440,4134,4287,4355,4578,4850,5025,49437",,1472515200,"In the far future, engineer Ava Turing is one of several members of a research team sent via the International Space Agency (ISA) to excavate Jupiter's moon Europa. While Ava remains in cyrogenic slumber, the other team members are woken and travel to the moon to set up their base and begin conducting their studies, with Ava scheduled to wake once the base is completed. Sometime later, Ava is awoken by the Technical Operations Machine (T.O.M.), an artificial intelligence that monitors the project. T.O.M. tells Ava that her crewmates are in danger and she needs to go down there to help them out. She quickly sets out in a lander and enters the base on Europa. T.O.M. quickly recognizes that the base's internal configuration has changed from their records, whereby to progress further into the complex, Ava must complete various tests (designed as the puzzles in game).  As Ava gets deeper in the complex, T.O.M. determines some of the team members are already dead and the others need their help, urging Ava to move faster. As the tests get harder, T.O.M. realizes that these are designed to be solved by a combination of human and artificial intelligence, a manner similar to that of the actual Turing test.  They enter an area where one of the remaining crew-members, Sarah, warns Ava over the communication systems that she is actually being controlled by T.O.M. due to a special chip implanted in her hand when they left for the mission. Sarah directs Ava to a Faraday cage, which temporarily frees Ava of the control from T.O.M. However, T.O.M. manages to convince Ava that the two of them need to continue to work together to save their colleagues. Though angered by the intrusion of T.O.M. into her body, Ava continues onward.  T.O.M. eventually reveals that the Europa ground team had found a microorganism within the depths of the moon that could be used to infinitely regenerate DNA; this could potentially make humans immortal, but also infinitely regenerate bacteria and viruses. When ISA learned of this discovery, they ordered T.O.M. to take whatever actions needed to make sure the Europa team could never return to Earth, initially by taking actions such as trying to starve them to death or lock them outside the base, but eventually by using the hand chip implants to control them. The surface crew realized they were being controlled, and those that did not die from T.O.M.'s actions found a way to rid the chip from their body, including in one case severing their entire arm. With no way to control the Europa crew, ISA ordered T.O.M. to wake Ava and send her to prevent the others from returning.  Eventually completing the last of the tests set up by the surface crew, Ava finds Sarah in person, and she offers to remove the hand chip from Ava; Ava agrees. The two realize the only way to get off Europa is to stop T.O.M. and they begin to disable his databases. At this point, the player takes control of T.O.M. and one of his sentry weapons, which they can either use to kill Sarah and Ava, assuring that the organism will never leave Europa, or do nothing, eventually leading to the end of T.O.M. and allowing Ava and Sarah to escape.",73.5247828756911,116
Red Faction II,"5,31","11,48,21,6,8","1,21,25,69,160,167,429,660,923,1127,1158,1313,1322,1463,1527,2044,3486,3627,3831,3988,4150,4250,4259,4287,4345,4730,4891,4990,4998,5029,5453,5466,5485,5633,5657,5998,6230,6296,6716,6828,7026,9311,9529,9772,9893,13295",,1034640000,"On Mars in the year 2080, five years after the events of Red Faction, the nanotechnology developed by Axel Capek, the head scientist of the Ultor Corporation prior to its fall, has been claimed by the Earth Defense Force (EDF). With this technology, the EDF commences a reorganization of the Ultor Corporation with a particular focus on enhanced supersoldiers and suitable weaponry. However, the research that was done by Capek in his laboratories has been consequently stolen by other militant groups and assorted terrorist organizations. This has gone on for years; the research has changed hands in the criminal underworld many times. The player is introduced to their role as an explosives expert (codenamed ""Alias"") as he embarks on a special operations mission to claim the research data for the Republic of the Commonwealth.  Eventually, the research is successfully claimed by the elite forces of Victor Sopot, Chancellor of the dystopic military state known as The Commonwealth. Sopot uses the nanotechnology to enhance his already formidable military forces, and successfully creates the first supersoldiers with the research data. However, fearing the potential of his new supersoldiers, he orders them all to be hunted down, executed, and replaced with far less intelligent, mutated horrors known as ""The Processed"". Collectively betrayed by their leader, the player's squad flees underground and ally themselves with the Red Faction as mercenaries. The Red Faction at this point in the story is an organized resistance movement that is strongly opposed to the rule of Sopot and the skewed political tenets of The Commonwealth. The squad eventually pursues Sopot and neutralizes all opposition in their way as the Red Faction takes the conflict to the streets in a joint uprising against the rule of The Commonwealth. During the initial stages of the game, the Red Faction and the squad mutually support each other as they overcome shared objectives such as sabotaging propaganda installations. The uprising culminates in successfully trapping Sopot in his missile silo and executing him.  Alias returns to the makeshift base of operations only to discover that all of the Red Faction resistance members present have been brutally slaughtered. The squad's leader, Molov, remarks that with Sopot dead and with the nanotech research in his possession, the Commonwealth's military forces have voluntarily pledged allegiance to him. He declares Alias and Tangier, a fellow squadmember, to be enemies of the state for supporting the Red Faction. Tangier helps Alias escape, and shortly after fleeing to safety, Alias lends aid to surviving Red Faction members who are defending themselves from the enemy. Alias and Echo, another squadmember, meet up in a secret location to discuss an alternate strategy to stop Molov, and Echo is killed in action during a firefight with Quill, a former squadmember. Tangier radios Alias soon afterward, and the two agree to shut down Molov's commandeered nanotech laboratory located within the colossal statue of Sopot. Inside the laboratory, Alias triumphs over Repta, a former squadmember, and destroys the nanotech laboratory's power generators. Alias's explosives weaken the foundation of the statue and render it unstable. Alias encounters Repta again and once again triumphs over him, causing the energy field within Repta to reach critical mass.  Alias and Tangier meet up and pursue Molov, who is scaling Sopot's statue with the nanotech cell – the culmination of Capek's research – and awaiting extraction from Shrike, Molov's subordinate. Shrike betrays his commanding officer, and Tangier manages to reclaim the nanotech cell from Molov's possession. Molov, desperate to eliminate his enemies, climbs aboard a nearby battle armor and launches a frenzied assault against Alias. Using the destructible environment to his advantage, Alias manages to evade Molov's fire and launches a counterattack that not only kills Molov, but also destroys the statue. As the statue crumbles, Shrike swoops in with his close air support craft to extract Alias. From this point, the story ends in one of four possible ways, depending on the player's Heroics score.",73.51947697679513,67
RoboCop: Rogue City,"5,12,31","169,6,167,14","1308,1494,4004,4135,4150,16877,44629",,1698883200,"The city of Old Detroit has been hit by a crime wave, with a new enemy threatening the peace and order. Your investigation leads you right into the heart of a shadowy conspiracy in an original story that takes place between RoboCop 2 and 3, with striking locations to explore and familiar faces to meet. Peter Weller, the original RoboCop actor, is even back on duty to voice the cybercop.",73.5175692836024,110
Return to Castle Wolfenstein,5,"11,3,6,14,8","19,129,221,558,605,660,1097,1158,1333,1440,1710,1779,2071,2115,2242,2324,2498,3035,3087,3486,3831,4134,4150,4210,4287,4345,4359,4484,4486,4489,4544,4580,4614,4730,4760,4890,4891,4918,4991,5029,5142,5587,5699,5909,5941,5959,5967,5999,6036,6298,6299,6716,7016,7048,7051,7095,7100,7113,7653,8780,8969,9529,9530,9713,10048,10613,11278,13295,15232,49331",,1006128000,"World War II rages and nations fall. SS head Himmler has Hitler's full backing to twist science and the occult into an army capable of annihilating the Allies once and for all. Battling alone, you're on an intense mission to pierce the black heart of the Third Reich and stop Himmler... or die trying.",73.51338454561946,443
Zoo Tycoon,13,"6,14","379,623,839,994,1162,1207,2069,2672,4231,4232,4530,6844,9471",,998870400,"Zoo Tycoon is a business simulation developed by Blue Fang Games and released by Microsoft Game Studios. It is a tycoon game in which the player must run a zoo and try to make a profit. Although first released for Microsoft Windows and Macintosh in 2001, it was ported to the Nintendo DS in 2005. It was followed by two expansion packs, Zoo Tycoon: Dinosaur Digs and Zoo Tycoon: Marine Mania, which were released in 2002, as well as a sequel, Zoo Tycoon 2, released in 2004.",73.50177670288323,99
Assassin's Creed Syndicate,31,"170,48,6,49","22,221,962,1033,1186,1293,1403,1578,1638,1886,2242,4134,4244,4245,4520,4541,4796,4903,5308,5323,5379,5481,5494,5564,5905,6213,23933",7449,1445558400,"London, 1868. The Industrial Revolution unleashes an incredible age of invention, transforming the lives of millions with technologies once thought impossible. Opportunities created during this period have people rushing to London to engage in this new world, a world no longer controlled by kings, emperors, politicians, or religion, but by a new common denominator: money.  Not everyone is able to enjoy the benefits of this boom, however. Despite fueling the engine of the British Empire, workers’ lives are little more than legalized slavery while the top few percent profit from their labor. Living poor and dying young, the lower class unite in protest as a new kind of family, gangs, who turn to a life in the underworld in their struggle to survive. A struggle, until watchful Assassins come to their side and re-ignite an age-old conflict involving London’s leaders that will echo throughout modern history, from the underground up.  Introducing Jacob Frye, who with the help of his twin sister Evie, will change the fate of millions in Assassin’s Creed Syndicate. Rise to rally and lead the underworld to break the corrupt stranglehold on London in a visceral adventure filled with action, intrigue, and brutal combat.",73.48335791139814,798
Evoland,"12,16,31,32","3,34,6,39,14","415,1033,1158,1293,1495,2493,4004,4134,4359,4388,4465,4709,5308",,1365033600,"Evoland is a game and a story. The story of action adventure gaming as seen in the Zelda or Final Fantasy series, starting with the early age of action RPGs, when a few pixels were enough to make us dream for hours. New players will discover a bit of video game history and a very fun gameplay, and veterans will also enjoy a host of references to legendary titles scattered along the game.",73.48221329295329,106
ObsCure,31,"11,6,8","1033,1313,1320,1504,1836,3203,4235,4345,4541,4956,5176,5264,6419,10435,13928",1894,1096588800,"For some time now, Leafmore High School has been the setting for unexplained disappearances. In this survival horror game, you take control of a group of 5 American students. With your friends, you try to unravel the mysterious happenings at this unremarkable-looking school. The night will be long and survival will not be easy...  A few years ago, strange things started occurring in the usually quiet American school of Leafmore. Some students are said to have heard awful screams, and there is the talk of mysterious disappearances. After one of their friends mysteriously disappears, a group of students decides to investigate the disturbing events. One evening after class, they stay behind and are locked inside the school, determined to discover what is going on. Down long, dimly-lit corridors and in dark classrooms, Shannon, Kenny, Ashley, Stan, and Josh will try to find out why their school has become so terrifying - and will try to stay alive.",73.48101398417958,86
Star Wars: Empire at War,"11,15","6,14","896,923,993,1158,4609,9349",,1140048000,"From the lives of soldiers to the deaths of planets, you are the supreme galactic commander. It is a time of galactic civil war. Take up the reins of the Rebellion or assume control for the Empire.  Whichever you choose, it will be up to YOU to steer your side to ultimate victory. Command everything from individual troops to starships and even the mighty Death Star as you execute campaigns on the ground, in space and across the galaxy. Forget tedious resource gathering – just jump straight into the heart of the action.  You can even change Star Wars history! Every decision affects your next battle and every battle helps shape the fate of the galaxy.",73.47855498818035,109
PUBG: Battlegrounds,5,"170,169,48,6,167,49","1,57,221,546,703,977,1158,1333,2841,4134,4154,4261,4356,4357,4358,6273,12087,12556,16826,17083,39032,39033,39036,39049,49308,49437","11050,11051,6128",1513728000,"PLAYERUNKNOWN, aka Brendan Greene, is a pioneer of the battle royale genre and the creator of the battle royale game modes in the ARMA series and H1Z1: King of the Kill. At PUBG Corp., Greene is working with a veteran team of developers to make PUBG into the world's premiere battle royale experience.",73.47414349201837,537
Goodbye Deponia,"2,9,31,32","48,3,6,14,49,130","129,274,558,575,1158,1186,1228,1494,1523,1699,1754,1834,2052,2498,3203,3831,4004,4134,4235,4287,4290,4347,4396,4398,4410,4484,4514,4520,4544,4613,4622,4623,5100,5164,5214,5449,5545,5593,5661,5675,5731,5751,5963,6486,6603,7048,7226,7473,7485,7593,7603,9088,9768,23933,49306,49307",,1381795200,"After two unbelievable adventures Rufus and Goal finally have their ends in hands reach: finding a way to Elysium and to save Deponia from certain destruction.  But Rufus seems to have polished his unmatched talent to wreak havoc on everybody and everything. Thus, instead of his big triumph, another heavy setback awaits him. For the first time in his life, he starts doubting himself.  But Rufus wouldn't be Rufus if he'd just give up like that! Still...to clean up this pile of problems he'd need to exist threefold…",73.46969583248472,89
Golf With Your Friends,"13,14,15,24,32","170,48,3,6,14,49,130","30,685,1068,1138,1207,1333,4261,4359,5560,49437",13420,1454025600,"Why have friends if not to play golf... with your friends! Nothing is out of bounds as you take on courses filled with fast paced, exciting, simultaneous mini golf for up to 12 players!",73.44809016010012,111
Need for Speed: High Stakes,"10,13",7,"1403,1669,4205,4210,4359,4452,5212,5572,8263,8272,8281,9529",23138,922233600,"Just like its predecessors Need for Speed: High Stakes is an action racing game with a wide selection of exotic sports cars and many different types of tracks. The trademark Hot Pursuit mode game mode from the first game in the series is still present, where players race opponents on tracks filled with regular traffic and police cars that chase the racers. The classic pursuit mode is extended with two additional modes: Getaway and Time Trap. In Getaway the player needs to shake off the police in a set amount of time, or playing as the police trap a speeder before time runs out. In Time Trap an entire race needs to be completed before time runs out, or as the police all speeders need to be arrested. There are minor differences between the two platforms for this game mode, regarding spike strips, road blocks, and back-up. The latter for instance is unique to the PlayStation version. The Pursuit mode is available in multiplayer as well and players can take different sides or race together.  It is the first game in the series to introduce a Career mode with a set of challenges. Beating these is rewarded with trophies for unlocks, and money to spend on new cars, repairs and upgrades. In the PlayStation version the Career mode is split up into two different sets of challenges: Tournament (required races) and Special Event (optional races). High Stakes in the title refers to races where players bet their cars. In the PC version these are a part of the Career mode when the player owns more than two cars. In the PlayStation version two players can insert their memory cards and race against each other. The winner immediately receives the opponent's car and it is deleted from the loser's memory card right away.  In addition to the new game modes it is also the first game in the series to have a detailed physics models. Damage now affects both the appearance and the performance of the car for the first time.",73.44245533569998,87
Helltaker,"9,31,32,34","3,6,14","78,122,175,288,606,905,1069,1293,1315,1387,1923,2163,2385,2814,2824,3403,4004,4031,4135,4137,7485,16877,17177,19452,23548,23933,24235,39273,42086",,1589155200,"You woke up one day with a dream. Harem full of demon girls. You've opened the portal in hopes of fulfilling your wildest desires. Hellfire burns through your lungs, death awaits around every corner and everything looks like from a cutesy mobile game. You are in Hell.",73.43455211852798,164
Tom Clancy's Ghost Recon: Future Soldier,"5,31","9,6,12","1,21,129,563,575,577,923,1107,1158,1293,1309,1329,1821,1971,2141,2543,3831,4134,4135,4245,4259,4261,4273,4345,4359,4437,4580,4730,4869,4890,4901,5209,5348,5451,5638,5657,5691,5783,5850,5941,5999,6246,6340,6587,7108,7115,7341,7369,7402,9083,9877,9952,11782,13341",16958,1337644800,"The story of a Vengeance, the history of a secret war.  When a stolen military grade bomb takes out a Ghost squad, a new Ghost Unit must track down the source of the weapons. But the trail Kozak, Ghost Lead, Pepper and 30K follow leads around the world, into the corridors of power where rebellion and war are brewing. Soon, the Ghosts are all that stands between the world and a devastating global conflict.",73.43064825437952,113
Smite,"12,15,31,36","48,6,14,49,130","35,267,286,546,962,1186,1247,1655,2027,2239,2385,2951,4357,4358,4366,4710,4759,5399,5885,7402,7403,7530,11782,11804,16826,23778,23933","8259,20894",1395705600,"Smite is the online battleground of the gods. Players choose from a diverse cast of deities and use their unique powers to triumph over the opposition in 5v5 team matches. Smite is a new take on the MOBA genre; rather than observing from above the action, the game’s third person perspective puts players into the thick of combat. Instead of clicking the mouse to move, players use the familiar WASD keys to move and fight their way through Smite’s dynamic battlegrounds.",73.43029620427757,195
LEGO Pirates of the Caribbean: The Video Game,"8,9,31","9,5,6,14,12","4,137,770,841,962,977,1033,1158,1186,1286,1293,1494,1563,2152,3203,4134,4142,4210,4235,4245,4247,4266,4359,4407,4484,4580,4813,4891,5025,5328,5359,5563,5587,5633,5657,5703,5782,5783,5814,5850,5909,6039,6490,6655,6859,7558,8149,8784,8785,12357,23933","20931,20932,20933,20934",1304985600,LEGO Pirates of the Caribbean: The Video Game is an action adventure game that brings the Pirates of the Caribbean world and all its colorful characters to life in LEGO Brick form. Players experience all the memorable scenes from all four films in the humorous and quirky LEGO Video Games style.,73.42937986437428,122
Tomb Raider: Underworld,"5,8,31","82,113,9,6,14,12","57,87,151,202,367,394,403,558,953,962,1033,1158,1219,1293,1345,1440,1834,2141,2280,2324,2387,3486,4134,4245,4287,4345,4347,4359,4407,4438,4541,4544,4580,4726,4777,4869,4885,4903,4918,4940,5025,5564,5628,5633,5639,5651,5691,5703,5783,5814,5904,6008,6461,6716,7316,7344,7569,7576,8149,9529,10814,11247,13595,42238,46438",,1226966400,"Continuing the events from Tomb Raider: Legend and Tomb Raider: Anniversary, her search brings her once again to locations around the globe from the cold wastes of the Arctic to the beautiful landscapes of Thailand. This time even the bottom of the Mediterranean Sea is not save from Lara's exploring. At the same time the game continues to explore the idea of monomyth, this time incorporating the influences of the Norse mythology into its narrative.",73.42827537578893,246
eFootball PES 2020,"13,14","48,6,49","26,27,4650,49308",,1568073600,"eFootball PES 2020 is a football simulation game developed and published by Konami. Released in September 2019, it is the 19th instalment in the Pro Evolution Soccer series and the first to include the ""eFootball"" branding, reflecting Konami's focus on esports.",73.4139990005904,69
Medal of Honor: Allied Assault - Spearhead,5,"6,14","19,562,563,1440,1821,3831,4287,4353,4359,4891,5029,5307,5587,5789,5941,6315,7016,9311,10460",,1037059200,"The first expansion pack for Medal of Honor: Allied Assault re-enacts three major European Theater battles through the eyes of Sgt. Jack Barnes (voiced by Gary Oldman), a paratrooper of the 501st Parachute Infantry Regiment, 101st Airborne Division. Barnes lands behind the Atlantic Wall on D-Day in Normandy, holds the line near Bastogne in the Ardennes during the Battle of the Bulge and infiltrates Berlin before the Red Army begins their attack.",73.40551564144724,70
"Warhammer 40,000: Dawn of War - Soulstorm","11,15",6,"96,129,167,226,392,429,558,563,1107,1158,1162,1313,1317,1779,1821,1986,3831,4134,4250,4545,4614,4681,4767,4851,5029,5397,5455,6304,9083,9474,9737,10739,11696,13038",,1204588800,"Sisters of Battle The Chamber Militant of the Emperor’s Holy Inquisition. Limited in numbers but incredibly powerful, the Sisters of Battle are second only to the Space Marines in terms of sheer fighting prowess. Ranging from the Sisters Repentia with their devastating ceremonial eviscerators to the awe-inspiring Penitent Engine, the Sisters of Battle are truly a force to be feared.  Dark Eldar Twisted and corrupt cousins of the Eldar, these terrifying raiders from the furthest reaches of the Webway are feared and hated by all. Their incredible speed, reliance on close quarter combat and stunning and poisoning abilities allows them to quickly strike an enemy and be gone before reinforcements can arrive.  Devastating air attacks Strategic warfare in the 41st Millennium reaches new heights as each army gains air units to rain death from the skies.  Brutal domination Wage war across the entire solar system as the metagame map introduced in Dark Crusade is expanded to an interplanetary scale. Liberate, enslave, or destroy entire worlds as you unleash your armies’ fury across the galaxy. Players must now strive to conquer an entire solar system with multiple planets and moons to be conquered. In total 34 maps are available to the player.",73.40539367977567,72
Arms,4,"508,130","250,632,1333,2233,4210,4261,4438,4466,12087,12556,34315,39021",,1497571200,"Arms, a mix of boxing and shooting where you use extendable arms to battle your friends both locally and online! Take a Joy-Con in each hand and punch forward, twisting your fists to bend your attacks.  ""Choose a fighting champion from around the world, equip your own combination of extendable arms, and then use a mix of button presses and quick hand motions to really take the fight to your opponent. Throw punches and guide them midflight to hit agile fighters, avoid incoming attacks with dashes, or trampoline high into the air to rain down fists from above. Power-up your punches to deal extra damage or curve your fists around obstacles to hit skittish opponents. Fill up your special gauge to dish out devastating combinations and finish them off. Unleash your inner fighter in this unbelievable sporting event! """,73.40247002128842,79
LEGO Star Wars II: The Original Trilogy,"8,31","6,14,12","3,16,137,575,947,992,1186,1286,1293,1563,1710,2071,2152,3486,3831,4142,4162,4210,4266,4272,4282,4286,4359,4813,4823,4891,4903,4914,4926,4927,5150,5210,5308,5310,5357,5453,5587,5595,5782,6077,6230,6285,7195,7357,8784,8785,8979,9174,9349,9399,9529,10031,10162,10460,11278,13295,14200,15046","1706,30811",1157932800,"LEGO Star Wars II: The Original Trilogy takes the fun and endless customization of LEGO and combines it with the epic story, characters and action from the original Star Wars movies that revolutionized pop culture forever (Episode IV A New Hope, Episode V The Empire Strikes Back and Episode VI Return of the Jedi). With a unique tongue-in-cheek take on the Original Trilogy, LEGO Star Wars II follows the Rebel Alliances crusade to dismantle the Galactic Empire and rebuild a galaxy in pieces.  Build and battle your way through your favorite film moments, from Darth Vaders pursuit of Princess Leia aboard her Blockade Runner to a showdown on the second Death Star, as the game includes even more of the family-friendly LEGO action, puzzles and humor that earned the original LEGO Star Wars such popularity and acclaim.  And much more new to offer, it still has. For the first time ever, characters can get in and out of vehicles, as well as ride creatures. You can also mix and match the body parts of more than 50 playable characters to create one of millions of possible LEGO Star Wars heroes.",73.38775394139208,204
Mortal Shell,"12,32","169,48,6,49","537,2245,17326",,1597708800,"Mortal Shell is a ruthless and deep action-RPG that tests your sanity and resilience in a shattered world. Your adversaries spare no mercy, with survival demanding superior awareness, precision and instincts. Possess lost warriors, track down hidden sanctums of the devout, and face formidable foes.  ""Awakening as an empty vessel, you will enter into a shattered and twisted world where the remains of humanity wither and rot. Implored to do the bidding of the mysterious “Dark Father”, you must traverse this tattered landscape and track down hidden sanctums of devout followers. There, in Mortal Shell’s most hallowed grounds, you must overcome formidable foes and harvest the sacred glands. You won’t be truly alone when the dead litter your path: Scattered across this land are the remnant anima of lost warriors who can be inhabited to gain their unique abilities and knowledge of weapons. The Dark Father is desperate for you to complete your task — but to what end?  Discover “Shells” to Suit Your Playstyle - The lost remains of defeated warriors are yours to unearth. Awaken these Mortal Shells, occupy their bodies and significantly widen your understanding of different forms of combat. Inhabit a Shell that best fits your style and utilizes their own unique mastery of skills and weapon upgrades.  Iron Sharpens Iron - Combat is strategic and deliberate. Survival demands superior awareness, precision and instincts. You must commit your sword only when an opportunity opens. Calculate your parries to unleash devastating counterblows.  Non-linear Campaign - Draw your own path across marsh-infested lowlands, through a gargantuan cathedral of obsidian rock, and into an ancient crypt frozen into the crest of a mountain.  Deep Upgrade Paths - The stronger your connection to each Mortal Shell grows, the better you can harness their innate talents. Craft unique upgrades, sharpen your blade with acid, and study dark arcane abilities that imbue your attacks with supernatural devastation.  Face Haunting Foes - Your path is guarded by desperate adversaries, devoted to inscrutable gods. Behold creatures both pitiable and grotesque, but do not let fear halt your journey. Muster your courage and face them down.  Developed by AAA Veterans - Mortal Shell has been developed by a coalition of seasoned veterans with an unbridled passion for the soulslike genre.""",73.3827626043737,96
The Medium,31,"169,6,167,14","131,1438,1697",,1611792000,"Marianne, a medium hounded by visions, lives and interacts across two worlds: the real one and the spirit world. Haunted by the vision of a child’s murder, she travels to an abandoned hotel resort, which many years ago became the stage of an unthinkable tragedy. There she begins her search for difficult answers. As a medium with access to both worlds, she has a wider perspective and can see more clearly that there’s no one simple truth to what others perceive. Nothing is what it seems, everything has another side.",73.37237286274268,151
The Council,"12,31","48,6,49","901,1439,1914,17378",,1520899200,"""THE COUNCIL begins in 1793, with players taking the role of secret society member Louis de Richet after his invitation to a private island off the shores of England by the enigmatic Lord Mortimer. Joining him are a number of high profile guests, including Napoleon Bonaparte and President of the newly-formed United States of America, George Washington. The strange nature of this private reception goes beyond just the prestigious guests –Richet’s own mother has recently gone missing on the island, while each and every one of the colorful cast seems to have their own hidden agendas.""",73.36602162132479,74
Final Fantasy XIII-2,"11,12,31","9,6,12,49","170,415,429,497,521,563,826,962,1158,1186,1209,1293,1313,1440,1494,1523,2472,2951,3486,3831,4004,4134,4135,4150,4245,4284,4353,4514,4541,4615,4780,4850,4852,4855,4869,4918,5319,5323,5329,5387,5611,5639,5783,5792,5823,5904,5936,5938,5989,6006,6084,6137,6221,6304,6391,6542,6620,6653,6745,6864,7215,7313,7343,7467,7642,8157,8311,8983,9322,9331,9339,9374,9415,11768,11782,12242,23933",,1323907200,"She spent years fighting her destiny. With courage in her heart, she faced the false gods who ruled over people for centuries.  Her unfaltering determination changed the world. The gods were vanquished, their plans to massacre the human race destroyed. As Cocoon fell, a single pillar formed, connecting the ravaged world to the one below―Pulse, the underworld. It was the beginning of a new era.  However, she was nowhere to be found. Everyone was convinced she was gone―with the exception of her sister, Serah Farron.  Three years later, a single meteorite falls from the sky. As spatial distortions are created, bloodthirsty monsters appear, threatening the peaceful existence of the townspeople.  In the midst of this chaos, Serah is rescued by a young man by the name of Noel. A hunter from the future, he appears in front of her with a message.  ""Come with me across the boundaries of time"", he says. ""Your sister is waiting.""  She is Lightning, protector of the Goddess who rules the realm of death and chaos. She is Serah's sister, her heroine, her savior.  ""I need to see my sister again.""  Grabbing her weapon, Serah heads out on a journey as she takes her first step into a new, unknown future.",73.36555526580405,181
Prototype 2,"8,25,31","9,48,6,12,49","21,129,160,161,390,1033,1158,1293,1299,1322,1403,1821,2155,2156,3486,4134,4138,4150,4215,4245,4284,4310,4345,4353,4484,4614,4615,4681,4776,4869,5257,5599,5691,5783,5905,5962,5999,6083,6145,6295,6391,6486,6493,6852,7335,7555,8196,9066,9071,9083,9952,11067,11208,11782,23933,26587",,1335225600,"Two years after the events of the original game, Sergeant James Heller, after returning from touring in Iraq, discovers his wife and daughter to be declared dead, causing him to rejoin the military in the fight for NYZ against the Blacklight virus. Heller is briefed on the previous outbreaks in Idaho in the '60s and in NYZ in the events of the first game. He later finds Mercer and begins chasing him.  Pursuing Mercer for vengeance, Heller is infected by Mercer with a strain that imbues him with similar superhuman abilities. After blacking out, Heller awakens in a Yellow Zone lab where Gentek scientist Dr. Anton Koenig and Blackwatch Col. Douglas Rooks are experimenting on him. Heller escapes from the Gentek base, when Mercer confronts him and claims Gentek and Blackwatch are responsible for recreating and cultivating the Blacklight virus, making them responsible for the second infection and the deaths of Heller's family. Revealing his plans to take down Gentek and Blackwatch, Mercer offers a truce to Heller. Unsure of Mercer's intentions Heller goes to his local pastor, Father Luis Guerra, for advice and help.  Using information supplied by Guerra, Heller hacks into Blacknet Terminals to find out about and sabotage a number of their operations. Gradually consuming his way through Blackwatch, Heller eventually finds and confronts Koenig, who claims to be on his side and reveals Blackwatch's super-soldier program, codenamed ""Orion"". Heller prevents Project: Orion's progress by killing a super-soldier who was injected with his DNA. After consuming one of the head scientists, Heller discovers that Koenig was observing him in order to find his weaknesses. Enraged at Koenig's betrayal, Heller tracks him down only to discover that he has powers similar to he and Mercer, and is one of several ""Evolved"" agents planted in Gentek and Blackwatch by Mercer. After defeating and consuming the doctor, Mercer reveals to Heller that he intends to recruit him in an attempt to control NYZ. His doubts growing, Guerra then shows Heller a video tape of Mercer releasing the virus for the second time in Penn Station, the same place Mercer originally released and contracted the virus.  Enraged at Mercer's deception, Heller sets off to the Green Zone to hunt down Mercer's henchmen, including an Evolved agent in Gentek named Sabrina Galloway; upon confronting Galloway, however, Heller reluctantly teams up with her when she reveals she can help him take down Mercer. With Galloway's help, Heller soon finds that Mercer plans to infect the entire world through ""Whitelight"", a contaminated vaccine released by Gentek that actually serves to accelerate infection and evolution rather than prevent it.  Frustrated with Heller sabotaging his plans, Mercer kills Father Guerra; upon finding his corpse, however, a grieving Heller uses Guerra's phone to reach Athena, Guerra's contact who is revealed to be Dana Mercer. Dana explains that Heller's daughter, Maya, is still alive, prompting Heller to head for the Red Zone to take down Mercer and save Maya. After preventing Blackwatch's second attempt to level Manhattan Island, Rooks helps Heller reach his daughter, only for Galloway to betray him and take Maya to Mercer. Upon confronting Mercer, he reveals that he plans to solve international conflicts and world problems by infecting the entire human race, effectively creating a Superorganism with Maya at the center. After Mercer absorbs Galloway and the remaining Evolved, the two engage in a bloody duel, only for James to emerge victorious and to kill and consume Mercer.  Subsequently, Heller wipes out the infected in NYZ along with most of the Blacklight Virus; then using Mercer's absorbed memories, Heller locates and frees Maya and Dana from a vault. The story then ends with the three overlooking New York before Dana questions what to do next.",73.35885397016261,236
flOw,"9,13","82,9,48,46,38","1495,2543,4134,4245,4492,4541,4718,4784,4869,5328,5533,5802,5804,8215,11247,11975,14513","12110,12111,12112,12113",1144972800,"flOw is a game about piloting an aquatic organism through a surreal biosphere where players consume other organisms, evolve, and dive into the abyss. With an embedded design of DDA (dynamic difficulty adjustment), players with differing skill levels can intuitively customize their game experience and enjoy the game at their own pace.  You can play as one of 5 creatures, each in a unique environment. Lose yourself in the crisp “deep blue” in full HD at 1080p and 5.1 Surround Sound. Use the SIXAXIS motion sensors on the DUALSHOCK wireless controllers for an organic experience that will allow you to glide, flit, and flOw through the universe.",73.32494561387534,93
